t,x1(t),x2(t),v1(t),v2(t),p1(t),p2(t),pg(t),F1(t),F2(t)
12.20009,-4.688626,-6.188602,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1700724,-0.1700722
12.22009,-4.709375,-6.209352,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.169794,-0.1697939
12.24009,-4.730124,-6.230101,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1695166,-0.1695164
12.26009,-4.750874,-6.25085,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.16924,-0.1692399
12.28009,-4.771623,-6.271599,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1689644,-0.1689642
12.30009,-4.792372,-6.292348,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1686897,-0.1686895
12.32009,-4.813121,-6.313097,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1684158,-0.1684157
12.34009,-4.83387,-6.333846,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1681428,-0.1681427
12.36009,-4.854619,-6.354595,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1678708,-0.1678706
12.38009,-4.875368,-6.375344,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1675996,-0.1675994
12.40009,-4.896117,-6.396093,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1673292,-0.1673291
12.42009,-4.916866,-6.416842,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1670598,-0.1670596
12.44009,-4.937615,-6.437592,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1667912,-0.166791
12.4601,-4.958364,-6.458341,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1665235,-0.1665233
12.4801,-4.979114,-6.47909,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1662566,-0.1662564
12.5001,-4.999863,-6.499839,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1659906,-0.1659904
12.5201,-5.020612,-6.520588,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1657254,-0.1657253
12.5401,-5.041361,-6.541337,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1654611,-0.1654609
12.5601,-5.06211,-6.562086,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1651976,-0.1651975
12.5801,-5.082859,-6.582835,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.164935,-0.1649348
12.6001,-5.103608,-6.603584,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1646732,-0.164673
12.6201,-5.124357,-6.624333,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1644122,-0.1644121
12.6401,-5.145106,-6.645082,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1641521,-0.1641519
12.6601,-5.165855,-6.665832,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1638927,-0.1638926
12.6801,-5.186604,-6.686581,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1636342,-0.1636341
12.7001,-5.207354,-6.70733,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1633765,-0.1633764
12.7201,-5.228103,-6.728079,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1631196,-0.1631195
12.7401,-5.248852,-6.748828,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1628636,-0.1628634
12.7601,-5.269601,-6.769577,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1626083,-0.1626081
12.7801,-5.29035,-6.790326,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1623538,-0.1623536
12.8001,-5.311099,-6.811075,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1621001,-0.1621
12.8201,-5.331848,-6.831824,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1618472,-0.1618471
12.8401,-5.352597,-6.852573,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1615951,-0.161595
12.8601,-5.373346,-6.873322,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1613438,-0.1613437
12.88011,-5.394095,-6.894072,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1610933,-0.1610931
12.90011,-5.414845,-6.914821,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1608435,-0.1608434
12.92011,-5.435594,-6.93557,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1605945,-0.1605944
12.94011,-5.456343,-6.956319,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1603463,-0.1603462
12.96011,-5.477092,-6.977068,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1600989,-0.1600987
12.98011,-5.497841,-6.997817,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1598522,-0.159852
13.00011,-5.51859,-7.018566,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1596062,-0.1596061
13.02011,-5.539339,-7.039315,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1593611,-0.1593609
13.04011,-5.560088,-7.060064,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1591166,-0.1591165
13.06011,-5.580837,-7.080813,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.158873,-0.1588728
13.08011,-5.601586,-7.101563,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.15863,-0.1586299
13.10011,-5.622335,-7.122312,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1583879,-0.1583877
13.12011,-5.643085,-7.143061,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1581464,-0.1581462
13.14011,-5.663834,-7.16381,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1579057,-0.1579055
13.16011,-5.684583,-7.184559,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1576657,-0.1576656
13.18011,-5.705332,-7.205308,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1574264,-0.1574263
13.20011,-5.726081,-7.226057,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1571879,-0.1571878
13.22011,-5.74683,-7.246806,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1569501,-0.15695
13.24011,-5.767579,-7.267555,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.156713,-0.1567129
13.26011,-5.788328,-7.288304,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1564767,-0.1564765
13.28011,-5.809077,-7.309053,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.156241,-0.1562409
13.30011,-5.829826,-7.329803,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.156006,-0.1560059
13.32012,-5.850575,-7.350552,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1557718,-0.1557717
13.34012,-5.871325,-7.371301,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1555382,-0.1555381
13.36012,-5.892074,-7.39205,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1553054,-0.1553053
13.38012,-5.912861,-7.412761,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1550733,-0.1550731
13.40012,-5.933617,-7.433502,-1.037449,-1.037448,-2.074899,-2.074896,-4.149795,-0.1548418,-0.1548416
13.42012,-5.954329,-7.454288,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.154611,-0.154611
13.44012,-5.975071,-7.475044,-1.03745,-1.037448,-2.074899,-2.074895,-4.149795,-0.154381,-0.1543807
13.46012,-5.995819,-7.495794,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.1541515,-0.1541515
13.48012,-6.016568,-7.516544,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.1539228,-0.1539228
13.50012,-6.037317,-7.537293,-1.037451,-1.037447,-2.074901,-2.074893,-4.149795,-0.153695,-0.1536945
13.52012,-6.058066,-7.558042,-1.037449,-1.037448,-2.074899,-2.074896,-4.149795,-0.1534675,-0.1534673
13.54012,-6.078815,-7.578791,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1532408,-0.1532406
13.56012,-6.099564,-7.59954,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1530147,-0.1530146
13.58012,-6.120313,-7.620289,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1527894,-0.1527892
13.60012,-6.141062,-7.641038,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1525647,-0.1525645
13.62012,-6.161811,-7.661788,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1523407,-0.1523405
13.64012,-6.18256,-7.682537,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1521173,-0.1521171
13.66012,-6.20331,-7.703286,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1518946,-0.1518944
13.68012,-6.224059,-7.724035,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1516725,-0.1516723
13.70012,-6.244808,-7.744784,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1514511,-0.1514509
13.72012,-6.265557,-7.765533,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1512303,-0.1512301
13.74012,-6.286306,-7.786282,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1510101,-0.15101
13.76013,-6.307055,-7.807031,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1507906,-0.1507905
13.78013,-6.327804,-7.82778,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1505718,-0.1505717
13.80013,-6.348553,-7.848529,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1503536,-0.1503534
13.82013,-6.369302,-7.869278,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.150136,-0.1501358
13.84013,-6.390051,-7.890028,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.149919,-0.1499189
13.86013,-6.4108,-7.910777,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1497027,-0.1497025
