t,x1(t),x2(t),v1(t),v2(t),p1(t),p2(t),F1(t),F2(t)
22.72033,-8.593989,-10.09396,-1.048659,-1.048659,-2.097317,-2.097317,-0.09231017,-0.09231017
22.74033,-8.61495,-10.11494,-1.048659,-1.048659,-2.097317,-2.097317,-0.09222898,-0.09222898
22.76033,-8.635921,-10.13592,-1.048659,-1.048659,-2.097317,-2.097317,-0.09214794,-0.09214794
22.78033,-8.656894,-10.15689,-1.048659,-1.048659,-2.097317,-2.097317,-0.09206703,-0.09206703
22.80033,-8.677867,-10.17787,-1.048659,-1.048659,-2.097317,-2.097317,-0.09198627,-0.09198627
22.82033,-8.69884,-10.19884,-1.048659,-1.048659,-2.097317,-2.097317,-0.09190565,-0.09190565
22.84033,-8.719813,-10.21981,-1.048659,-1.048659,-2.097317,-2.097317,-0.09182517,-0.09182517
22.86033,-8.740787,-10.24079,-1.048659,-1.048659,-2.097317,-2.097317,-0.09174483,-0.09174483
22.88033,-8.76176,-10.26176,-1.048659,-1.048659,-2.097317,-2.097317,-0.09166464,-0.09166464
22.90033,-8.782733,-10.28273,-1.048659,-1.048659,-2.097317,-2.097317,-0.09158458,-0.09158458
22.92033,-8.803706,-10.30371,-1.048659,-1.048659,-2.097317,-2.097317,-0.09150466,-0.09150466
22.94033,-8.824679,-10.32468,-1.048659,-1.048659,-2.097317,-2.097317,-0.09142489,-0.09142489
22.96033,-8.845653,-10.34565,-1.048659,-1.048659,-2.097317,-2.097317,-0.09134525,-0.09134525
22.98034,-8.866626,-10.36662,-1.048659,-1.048659,-2.097317,-2.097317,-0.09126575,-0.09126575
23.00034,-8.887599,-10.3876,-1.048659,-1.048659,-2.097317,-2.097317,-0.09118638,-0.09118638
23.02034,-8.908572,-10.40857,-1.048659,-1.048659,-2.097317,-2.097317,-0.09110716,-0.09110716
23.04034,-8.929545,-10.42954,-1.048659,-1.048659,-2.097317,-2.097317,-0.09102807,-0.09102807
23.06034,-8.950519,-10.45052,-1.048659,-1.048659,-2.097317,-2.097317,-0.09094913,-0.09094913
23.08034,-8.971492,-10.47149,-1.048659,-1.048659,-2.097317,-2.097317,-0.09087031,-0.09087031
23.10034,-8.992465,-10.49246,-1.048659,-1.048659,-2.097317,-2.097317,-0.09079164,-0.09079164
23.12034,-9.013438,-10.51344,-1.048659,-1.048659,-2.097317,-2.097317,-0.0907131,-0.0907131
23.14034,-9.034411,-10.53441,-1.048659,-1.048659,-2.097317,-2.097317,-0.09063469,-0.09063469
23.16034,-9.055385,-10.55538,-1.048659,-1.048659,-2.097317,-2.097317,-0.09055642,-0.09055642
23.18034,-9.076358,-10.57636,-1.048659,-1.048659,-2.097317,-2.097317,-0.09047829,-0.09047829
23.20034,-9.097331,-10.59733,-1.048659,-1.048659,-2.097317,-2.097317,-0.09040029,-0.09040029
23.22034,-9.118304,-10.6183,-1.048659,-1.048659,-2.097317,-2.097317,-0.09032243,-0.09032243
23.24034,-9.139277,-10.63928,-1.048659,-1.048659,-2.097317,-2.097317,-0.0902447,-0.0902447
23.26034,-9.160251,-10.66025,-1.048659,-1.048659,-2.097317,-2.097317,-0.0901671,-0.0901671
23.28034,-9.181224,-10.68122,-1.048659,-1.048659,-2.097317,-2.097317,-0.09008963,-0.09008963
23.30034,-9.202197,-10.7022,-1.048659,-1.048659,-2.097317,-2.097317,-0.0900123,-0.0900123
23.32034,-9.22317,-10.72317,-1.048659,-1.048659,-2.097317,-2.097317,-0.0899351,-0.0899351
23.34034,-9.244143,-10.74414,-1.048659,-1.048659,-2.097317,-2.097317,-0.08985804,-0.08985804
23.36034,-9.265117,-10.76512,-1.048659,-1.048659,-2.097317,-2.097317,-0.08978111,-0.08978111
23.38034,-9.28609,-10.78609,-1.048659,-1.048659,-2.097317,-2.097317,-0.0897043,-0.0897043
23.40034,-9.307063,-10.80706,-1.048659,-1.048659,-2.097317,-2.097317,-0.08962763,-0.08962763
23.42035,-9.328036,-10.82804,-1.048659,-1.048659,-2.097317,-2.097317,-0.08955109,-0.08955109
23.44035,-9.34901,-10.84901,-1.048659,-1.048659,-2.097317,-2.097317,-0.08947468,-0.08947468
23.46035,-9.369983,-10.86998,-1.048659,-1.048659,-2.097317,-2.097317,-0.0893984,-0.0893984
23.48035,-9.390956,-10.89095,-1.048659,-1.048659,-2.097317,-2.097317,-0.08932225,-0.08932225
23.50035,-9.411929,-10.91193,-1.048659,-1.048659,-2.097317,-2.097317,-0.08924624,-0.08924624
23.52035,-9.432902,-10.9329,-1.048659,-1.048659,-2.097317,-2.097317,-0.08917034,-0.08917034
23.54035,-9.453876,-10.95387,-1.048659,-1.048659,-2.097317,-2.097317,-0.08909458,-0.08909458
23.56035,-9.474849,-10.97485,-1.048659,-1.048659,-2.097317,-2.097317,-0.08901895,-0.08901895
23.58035,-9.495822,-10.99582,-1.048659,-1.048659,-2.097317,-2.097317,-0.08894344,-0.08894344
23.60035,-9.516795,-11.01679,-1.048659,-1.048659,-2.097317,-2.097317,-0.08886807,-0.08886807
23.62035,-9.537768,-11.03777,-1.048659,-1.048659,-2.097317,-2.097317,-0.08879282,-0.08879282
23.64035,-9.558742,-11.05874,-1.048659,-1.048659,-2.097317,-2.097317,-0.0887177,-0.0887177
23.66035,-9.579715,-11.07971,-1.048659,-1.048659,-2.097317,-2.097317,-0.0886427,-0.0886427
23.68035,-9.600688,-11.10069,-1.048659,-1.048659,-2.097317,-2.097317,-0.08856784,-0.08856784
23.70035,-9.621661,-11.12166,-1.048659,-1.048659,-2.097317,-2.097317,-0.08849309,-0.08849309
23.72035,-9.642634,-11.14263,-1.048659,-1.048659,-2.097317,-2.097317,-0.08841848,-0.08841848
23.74035,-9.663608,-11.16361,-1.048659,-1.048659,-2.097317,-2.097317,-0.08834399,-0.08834399
23.76035,-9.684581,-11.18458,-1.048659,-1.048659,-2.097317,-2.097317,-0.08826963,-0.08826963
23.78035,-9.705554,-11.20555,-1.048659,-1.048659,-2.097317,-2.097317,-0.08819538,-0.08819538
23.80035,-9.726527,-11.22653,-1.048659,-1.048659,-2.097317,-2.097317,-0.08812127,-0.08812127
23.82035,-9.7475,-11.2475,-1.048659,-1.048659,-2.097317,-2.097317,-0.08804728,-0.08804728
23.84035,-9.768474,-11.26847,-1.048659,-1.048659,-2.097317,-2.097317,-0.08797342,-0.08797342
23.86036,-9.789447,-11.28945,-1.048659,-1.048659,-2.097317,-2.097317,-0.08789968,-0.08789968
23.88036,-9.81042,-11.31042,-1.048659,-1.048659,-2.097317,-2.097317,-0.08782606,-0.08782606
23.90036,-9.831393,-11.33139,-1.048659,-1.048659,-2.097317,-2.097317,-0.08775256,-0.08775256
23.92036,-9.852366,-11.35237,-1.048659,-1.048659,-2.097317,-2.097317,-0.08767918,-0.08767918
23.94036,-9.87334,-11.37334,-1.048659,-1.048659,-2.097317,-2.097317,-0.08760594,-0.08760594
23.96036,-9.894313,-11.39431,-1.048659,-1.048659,-2.097317,-2.097317,-0.08753281,-0.08753281
23.98036,-9.915286,-11.41529,-1.048659,-1.048659,-2.097317,-2.097317,-0.0874598,-0.0874598
24.00036,-9.936259,-11.43626,-1.048659,-1.048659,-2.097317,-2.097317,-0.08738692,-0.08738692
24.02036,-9.957232,-11.45723,-1.048659,-1.048659,-2.097317,-2.097317,-0.08731416,-0.08731416
24.04036,-9.978206,-11.4782,-1.048659,-1.048659,-2.097317,-2.097317,-0.08724152,-0.08724152
24.06036,-9.999179,-11.49918,-1.048659,-1.048659,-2.097317,-2.097317,-0.087169,-0.087169
24.08036,-10.02015,-11.52015,-1.048659,-1.048659,-2.097317,-2.097317,-0.08709659,-0.08709659
24.10036,-10.04113,-11.54112,-1.048659,-1.048659,-2.097317,-2.097317,-0.08702432,-0.08702432
24.12036,-10.0621,-11.5621,-1.048659,-1.048659,-2.097317,-2.097317,-0.08695216,-0.08695216
24.14036,-10.08307,-11.58307,-1.048659,-1.048659,-2.097317,-2.097317,-0.08688012,-0.08688012
24.16036,-10.10404,-11.60404,-1.048659,-1.048659,-2.097317,-2.097317,-0.0868082,-0.0868082
24.18036,-10.12502,-11.62502,-1.048659,-1.048659,-2.097317,-2.097317,-0.0867364,-0.0867364
24.20036,-10.14599,-11.64599,-1.048659,-1.048659,-2.097317,-2.097317,-0.08666471,-0.08666471
24.22036,-10.16696,-11.66696,-1.048659,-1.048659,-2.097317,-2.097317,-0.08659314,-0.08659314
24.24036,-10.18794,-11.68794,-1.048659,-1.048659,-2.097317,-2.097317,-0.0865217,-0.0865217
24.26036,-10.20891,-11.70891,-1.048659,-1.048659,-2.097317,-2.097317,-0.08645037,-0.08645037
24.28036,-10.22988,-11.72988,-1.048659,-1.048659,-2.097317,-2.097317,-0.08637916,-0.08637916
24.30037,-10.25086,-11.75086,-1.048659,-1.048659,-2.097317,-2.097317,-0.08630806,-0.08630806
24.32037,-10.27183,-11.77183,-1.048659,-1.048659,-2.097317,-2.097317,-0.08623709,-0.08623709
24.34037,-10.2928,-11.7928,-1.048659,-1.048659,-2.097317,-2.097317,-0.08616623,-0.08616623
24.36037,-10.31378,-11.81378,-1.048659,-1.048659,-2.097317,-2.097317,-0.08609548,-0.08609548
24.38037,-10.33475,-11.83475,-1.048659,-1.048659,-2.097317,-2.097317,-0.08602485,-0.08602485
24.40037,-10.35572,-11.85572,-1.048659,-1.048659,-2.097317,-2.097317,-0.08595434,-0.08595434
24.42037,-10.3767,-11.8767,-1.048659,-1.048659,-2.097317,-2.097317,-0.08588394,-0.08588394
24.44037,-10.39767,-11.89767,-1.048659,-1.048659,-2.097317,-2.097317,-0.08581366,-0.08581366
24.46037,-10.41864,-11.91864,-1.048659,-1.048659,-2.097317,-2.097317,-0.08574349,-0.08574349
24.48037,-10.43962,-11.93962,-1.048659,-1.048659,-2.097317,-2.097317,-0.08567344,-0.08567344
24.50037,-10.46059,-11.96059,-1.048659,-1.048659,-2.097317,-2.097317,-0.0856035,-0.0856035
24.52037,-10.48156,-11.98156,-1.048659,-1.048659,-2.097317,-2.097317,-0.08553368,-0.08553368
24.54037,-10.50254,-12.00253,-1.048659,-1.048659,-2.097317,-2.097317,-0.08546397,-0.08546397
24.56037,-10.52351,-12.02351,-1.048659,-1.048659,-2.097317,-2.097317,-0.08539437,-0.08539437
24.58037,-10.54448,-12.04448,-1.048659,-1.048659,-2.097317,-2.097317,-0.08532489,-0.08532489
24.60037,-10.56546,-12.06545,-1.048659,-1.048659,-2.097317,-2.097317,-0.08525552,-0.08525552
24.62037,-10.58643,-12.08643,-1.048659,-1.048659,-2.097317,-2.097317,-0.08518626,-0.08518626
24.64037,-10.6074,-12.1074,-1.048659,-1.048659,-2.097317,-2.097317,-0.08511712,-0.08511712
24.66037,-10.62838,-12.12837,-1.048659,-1.048659,-2.097317,-2.097317,-0.08504808,-0.08504808
24.68037,-10.64935,-12.14935,-1.048659,-1.048659,-2.097317,-2.097317,-0.08497916,-0.08497916
24.70037,-10.67032,-12.17032,-1.048659,-1.048659,-2.097317,-2.097317,-0.08491035,-0.08491035
24.72038,-10.69129,-12.19129,-1.048659,-1.048659,-2.097317,-2.097317,-0.08484165,-0.08484165
24.74038,-10.71227,-12.21227,-1.048659,-1.048659,-2.097317,-2.097317,-0.08477306,-0.08477306
24.76038,-10.73324,-12.23324,-1.048659,-1.048659,-2.097317,-2.097317,-0.08470459,-0.08470459
24.78038,-10.75421,-12.25421,-1.048659,-1.048659,-2.097317,-2.097317,-0.08463623,-0.08463623
24.80038,-10.77519,-12.27519,-1.048659,-1.048659,-2.097317,-2.097317,-0.08456796,-0.08456796
24.82038,-10.79616,-12.29616,-1.048659,-1.048659,-2.097317,-2.097317,-0.08449982,-0.08449982
24.84038,-10.81713,-12.31713,-1.048659,-1.048659,-2.097317,-2.097317,-0.08443178,-0.08443178
24.86038,-10.83811,-12.33811,-1.048659,-1.048659,-2.097317,-2.097317,-0.08436386,-0.08436386
24.88038,-10.85908,-12.35908,-1.048659,-1.048659,-2.097317,-2.097317,-0.08429604,-0.08429604
24.90038,-10.88005,-12.38005,-1.048659,-1.048659,-2.097317,-2.097317,-0.08422834,-0.08422834
24.92038,-10.90103,-12.40103,-1.048659,-1.048659,-2.097317,-2.097317,-0.08416074,-0.08416074
24.94038,-10.922,-12.422,-1.048659,-1.048659,-2.097317,-2.097317,-0.08409324,-0.08409324
24.96038,-10.94297,-12.44297,-1.048659,-1.048659,-2.097317,-2.097317,-0.08402586,-0.08402586
24.98038,-10.96395,-12.46395,-1.048659,-1.048659,-2.097317,-2.097317,-0.08395859,-0.08395859
25.00038,-10.98492,-12.48492,-1.048659,-1.048659,-2.097317,-2.097317,-0.08389142,-0.08389142
25.02038,-11.00589,-12.50589,-1.048659,-1.048659,-2.097317,-2.097317,-0.08382436,-0.08382436
25.04038,-11.02687,-12.52687,-1.048659,-1.048659,-2.097317,-2.097317,-0.08375741,-0.08375741
25.06038,-11.04784,-12.54784,-1.048659,-1.048659,-2.097317,-2.097317,-0.08369056,-0.08369056
25.08038,-11.06881,-12.56881,-1.048659,-1.048659,-2.097317,-2.097317,-0.08362382,-0.08362382
25.10038,-11.08979,-12.58978,-1.048659,-1.048659,-2.097317,-2.097317,-0.08355719,-0.08355719
25.12038,-11.11076,-12.61076,-1.048659,-1.048659,-2.097317,-2.097317,-0.08349066,-0.08349066
25.14038,-11.13173,-12.63173,-1.048659,-1.048659,-2.097317,-2.097317,-0.08342424,-0.08342424
25.16039,-11.15271,-12.6527,-1.048659,-1.048659,-2.097317,-2.097317,-0.08335792,-0.08335792
25.18039,-11.17368,-12.67368,-1.048659,-1.048659,-2.097317,-2.097317,-0.08329172,-0.08329172
25.20039,-11.19465,-12.69465,-1.048659,-1.048659,-2.097317,-2.097317,-0.08322561,-0.08322561
25.22039,-11.21562,-12.71562,-1.048659,-1.048659,-2.097317,-2.097317,-0.08315961,-0.08315961
25.24039,-11.2366,-12.7366,-1.048659,-1.048659,-2.097317,-2.097317,-0.08309371,-0.08309371
25.26039,-11.25757,-12.75757,-1.048659,-1.048659,-2.097317,-2.097317,-0.08302792,-0.08302792
25.28039,-11.27854,-12.77854,-1.048659,-1.048659,-2.097317,-2.097317,-0.08296224,-0.08296224
25.30039,-11.29952,-12.79952,-1.048659,-1.048659,-2.097317,-2.097317,-0.08289665,-0.08289665
25.32039,-11.32049,-12.82049,-1.048659,-1.048659,-2.097317,-2.097317,-0.08283117,-0.08283117
25.34039,-11.34146,-12.84146,-1.048659,-1.048659,-2.097317,-2.097317,-0.0827658,-0.0827658
25.36039,-11.36244,-12.86244,-1.048659,-1.048659,-2.097317,-2.097317,-0.08270052,-0.08270052
25.38039,-11.38341,-12.88341,-1.048659,-1.048659,-2.097317,-2.097317,-0.08263535,-0.08263535
25.40039,-11.40438,-12.90438,-1.048659,-1.048659,-2.097317,-2.097317,-0.08257028,-0.08257028
25.42039,-11.42536,-12.92536,-1.048659,-1.048659,-2.097317,-2.097317,-0.08250532,-0.08250532
25.44039,-11.44633,-12.94633,-1.048659,-1.048659,-2.097317,-2.097317,-0.08244046,-0.08244046
25.46039,-11.4673,-12.9673,-1.048659,-1.048659,-2.097317,-2.097317,-0.08237569,-0.08237569
25.48039,-11.48828,-12.98828,-1.048659,-1.048659,-2.097317,-2.097317,-0.08231103,-0.08231103
25.50039,-11.50925,-13.00925,-1.048659,-1.048659,-2.097317,-2.097317,-0.08224647,-0.08224647
25.52039,-11.53022,-13.03022,-1.048659,-1.048659,-2.097317,-2.097317,-0.08218202,-0.08218202
25.54039,-11.5512,-13.0512,-1.048659,-1.048659,-2.097317,-2.097317,-0.08211766,-0.08211766
25.56039,-11.57217,-13.07217,-1.048659,-1.048659,-2.097317,-2.097317,-0.08205341,-0.08205341
25.58039,-11.59314,-13.09314,-1.048659,-1.048659,-2.097317,-2.097317,-0.08198925,-0.08198925
25.6004,-11.61412,-13.11411,-1.048659,-1.048659,-2.097317,-2.097317,-0.0819252,-0.0819252
25.6204,-11.63509,-13.13509,-1.048659,-1.048659,-2.097317,-2.097317,-0.08186124,-0.08186124
25.6404,-11.65606,-13.15606,-1.048659,-1.048659,-2.097317,-2.097317,-0.08179739,-0.08179739
25.6604,-11.67704,-13.17703,-1.048659,-1.048659,-2.097317,-2.097317,-0.08173364,-0.08173364
25.6804,-11.69801,-13.19801,-1.048659,-1.048659,-2.097317,-2.097317,-0.08166998,-0.08166998
25.7004,-11.71898,-13.21898,-1.048659,-1.048659,-2.097317,-2.097317,-0.08160642,-0.08160642
25.7204,-11.73995,-13.23995,-1.048659,-1.048659,-2.097317,-2.097317,-0.08154296,-0.08154296
25.7404,-11.76093,-13.26093,-1.048659,-1.048659,-2.097317,-2.097317,-0.0814796,-0.0814796
25.7604,-11.7819,-13.2819,-1.048659,-1.048659,-2.097317,-2.097317,-0.08141635,-0.08141635
25.7804,-11.80287,-13.30287,-1.048659,-1.048659,-2.097317,-2.097317,-0.08135318,-0.08135318
25.8004,-11.82385,-13.32385,-1.048659,-1.048659,-2.097317,-2.097317,-0.08129012,-0.08129012
25.8204,-11.84482,-13.34482,-1.048659,-1.048659,-2.097317,-2.097317,-0.08122715,-0.08122715
25.8404,-11.86579,-13.36579,-1.048659,-1.048659,-2.097317,-2.097317,-0.08116428,-0.08116428
25.8604,-11.88677,-13.38677,-1.048659,-1.048659,-2.097317,-2.097317,-0.08110151,-0.08110151
25.8804,-11.90774,-13.40774,-1.048659,-1.048659,-2.097317,-2.097317,-0.08103883,-0.08103883
25.9004,-11.92871,-13.42871,-1.048659,-1.048659,-2.097317,-2.097317,-0.08097625,-0.08097625
25.9204,-11.94969,-13.44969,-1.048659,-1.048659,-2.097317,-2.097317,-0.08091377,-0.08091377
25.9404,-11.97066,-13.47066,-1.048659,-1.048659,-2.097317,-2.097317,-0.08085138,-0.08085138
25.9604,-11.99163,-13.49163,-1.048659,-1.048659,-2.097317,-2.097317,-0.0807891,-0.0807891
25.9804,-12.01261,-13.51261,-1.048659,-1.048659,-2.097317,-2.097317,-0.0807269,-0.0807269
26.0004,-12.03358,-13.53358,-1.048659,-1.048659,-2.097317,-2.097317,-0.0806648,-0.0806648
26.0204,-12.05455,-13.55455,-1.048659,-1.048659,-2.097317,-2.097317,-0.0806028,-0.0806028
26.04041,-12.07553,-13.57553,-1.048659,-1.048659,-2.097317,-2.097317,-0.08054089,-0.08054089
26.06041,-12.0965,-13.5965,-1.048659,-1.048659,-2.097317,-2.097317,-0.08047908,-0.08047908
26.08041,-12.11747,-13.61747,-1.048659,-1.048659,-2.097317,-2.097317,-0.08041736,-0.08041736
26.10041,-12.13845,-13.63844,-1.048659,-1.048659,-2.097317,-2.097317,-0.08035574,-0.08035574
26.12041,-12.15942,-13.65942,-1.048659,-1.048659,-2.097317,-2.097317,-0.08029421,-0.08029421
26.14041,-12.18039,-13.68039,-1.048659,-1.048659,-2.097317,-2.097317,-0.08023278,-0.08023278
26.16041,-12.20137,-13.70136,-1.048659,-1.048659,-2.097317,-2.097317,-0.08017144,-0.08017144
26.18041,-12.22234,-13.72234,-1.048659,-1.048659,-2.097317,-2.097317,-0.08011018,-0.08011018
26.20041,-12.24331,-13.74331,-1.048659,-1.048659,-2.097317,-2.097317,-0.08004904,-0.08004904
26.22041,-12.26429,-13.76428,-1.048659,-1.048659,-2.097317,-2.097317,-0.07998797,-0.07998797
26.24041,-12.28526,-13.78526,-1.048659,-1.048659,-2.097317,-2.097317,-0.079927,-0.079927
26.26041,-12.30623,-13.80623,-1.048659,-1.048659,-2.097317,-2.097317,-0.07986613,-0.07986613
26.28041,-12.3272,-13.8272,-1.048659,-1.048659,-2.097317,-2.097317,-0.07980535,-0.07980535
26.30041,-12.34818,-13.84818,-1.048659,-1.048659,-2.097317,-2.097317,-0.07974467,-0.07974467
26.32041,-12.36915,-13.86915,-1.048659,-1.048659,-2.097317,-2.097317,-0.07968406,-0.07968406
26.34041,-12.39012,-13.89012,-1.048659,-1.048659,-2.097317,-2.097317,-0.07962357,-0.07962357
26.36041,-12.4111,-13.9111,-1.048659,-1.048659,-2.097317,-2.097317,-0.07956315,-0.07956315
26.38041,-12.43207,-13.93207,-1.048659,-1.048659,-2.097317,-2.097317,-0.07950283,-0.07950283
26.40041,-12.45304,-13.95304,-1.048659,-1.048659,-2.097317,-2.097317,-0.0794426,-0.0794426
26.42041,-12.47402,-13.97402,-1.048659,-1.048659,-2.097317,-2.097317,-0.07938246,-0.07938246
26.44041,-12.49499,-13.99499,-1.048659,-1.048659,-2.097317,-2.097317,-0.07932241,-0.07932241
26.46041,-12.51596,-14.01596,-1.048659,-1.048659,-2.097317,-2.097317,-0.07926246,-0.07926246
26.48042,-12.53694,-14.03694,-1.048659,-1.048659,-2.097317,-2.097317,-0.07920259,-0.07920259
26.50042,-12.55791,-14.05791,-1.048659,-1.048659,-2.097317,-2.097317,-0.07914282,-0.07914282
26.52042,-12.57888,-14.07888,-1.048659,-1.048659,-2.097317,-2.097317,-0.07908313,-0.07908313
26.54042,-12.59986,-14.09986,-1.048659,-1.048659,-2.097317,-2.097317,-0.07902353,-0.07902353
26.56042,-12.62083,-14.12083,-1.048659,-1.048659,-2.097317,-2.097317,-0.07896402,-0.07896402
26.58042,-12.6418,-14.1418,-1.048659,-1.048659,-2.097317,-2.097317,-0.07890461,-0.07890461
26.60042,-12.66278,-14.16278,-1.048659,-1.048659,-2.097317,-2.097317,-0.07884528,-0.07884528
26.62042,-12.68375,-14.18375,-1.048659,-1.048659,-2.097317,-2.097317,-0.07878605,-0.07878605
26.64042,-12.70472,-14.20472,-1.048659,-1.048659,-2.097317,-2.097317,-0.0787269,-0.0787269
26.66042,-12.7257,-14.22569,-1.048659,-1.048659,-2.097317,-2.097317,-0.07866783,-0.07866783
26.68042,-12.74667,-14.24667,-1.048659,-1.048659,-2.097317,-2.097317,-0.07860886,-0.07860886
26.70042,-12.76764,-14.26764,-1.048659,-1.048659,-2.097317,-2.097317,-0.07854998,-0.07854998
26.72042,-12.78862,-14.28861,-1.048659,-1.048659,-2.097317,-2.097317,-0.07849118,-0.07849118
26.74042,-12.80959,-14.30959,-1.048659,-1.048659,-2.097317,-2.097317,-0.07843248,-0.07843248
26.76042,-12.83056,-14.33056,-1.048659,-1.048659,-2.097317,-2.097317,-0.07837386,-0.07837386
26.78042,-12.85153,-14.35153,-1.048659,-1.048659,-2.097317,-2.097317,-0.07831533,-0.07831533
26.80042,-12.87251,-14.37251,-1.048659,-1.048659,-2.097317,-2.097317,-0.07825688,-0.07825688
26.82042,-12.89348,-14.39348,-1.048659,-1.048659,-2.097317,-2.097317,-0.07819852,-0.07819852
26.84042,-12.91445,-14.41445,-1.048659,-1.048659,-2.097317,-2.097317,-0.07814025,-0.07814025
26.86042,-12.93543,-14.43543,-1.048659,-1.048659,-2.097317,-2.097317,-0.07808207,-0.07808207
26.88042,-12.9564,-14.4564,-1.048659,-1.048659,-2.097317,-2.097317,-0.07802397,-0.07802397
26.90042,-12.97737,-14.47737,-1.048659,-1.048659,-2.097317,-2.097317,-0.07796596,-0.07796596
26.92043,-12.99835,-14.49835,-1.048659,-1.048659,-2.097317,-2.097317,-0.07790804,-0.07790804
26.94043,-13.01932,-14.51932,-1.048659,-1.048659,-2.097317,-2.097317,-0.0778502,-0.0778502
26.96043,-13.04029,-14.54029,-1.048659,-1.048659,-2.097317,-2.097317,-0.07779244,-0.07779244
26.98043,-13.06127,-14.56127,-1.048659,-1.048659,-2.097317,-2.097317,-0.07773478,-0.07773478
27.00043,-13.08224,-14.58224,-1.048659,-1.048659,-2.097317,-2.097317,-0.0776772,-0.0776772
27.02043,-13.10321,-14.60321,-1.048659,-1.048659,-2.097317,-2.097317,-0.0776197,-0.0776197
27.04043,-13.12419,-14.62419,-1.048659,-1.048659,-2.097317,-2.097317,-0.07756229,-0.07756229
27.06043,-13.14516,-14.64516,-1.048659,-1.048659,-2.097317,-2.097317,-0.07750496,-0.07750496
27.08043,-13.16613,-14.66613,-1.048659,-1.048659,-2.097317,-2.097317,-0.07744772,-0.07744772
27.10043,-13.18711,-14.68711,-1.048659,-1.048659,-2.097317,-2.097317,-0.07739056,-0.07739056
27.12043,-13.20808,-14.70808,-1.048659,-1.048659,-2.097317,-2.097317,-0.07733349,-0.07733349
27.14043,-13.22905,-14.72905,-1.048659,-1.048659,-2.097317,-2.097317,-0.0772765,-0.0772765
27.16043,-13.25003,-14.75002,-1.048659,-1.048659,-2.097317,-2.097317,-0.0772196,-0.0772196
27.18043,-13.271,-14.771,-1.048659,-1.048659,-2.097317,-2.097317,-0.07716277,-0.07716277
27.20043,-13.29197,-14.79197,-1.048659,-1.048659,-2.097317,-2.097317,-0.07710604,-0.07710604
27.22043,-13.31295,-14.81294,-1.048659,-1.048659,-2.097317,-2.097317,-0.07704938,-0.07704938
27.24043,-13.33392,-14.83392,-1.048659,-1.048659,-2.097317,-2.097317,-0.07699281,-0.07699281
27.26043,-13.35489,-14.85489,-1.048659,-1.048659,-2.097317,-2.097317,-0.07693632,-0.07693632
27.28043,-13.37586,-14.87586,-1.048659,-1.048659,-2.097317,-2.097317,-0.07687992,-0.07687992
27.30043,-13.39684,-14.89684,-1.048659,-1.048659,-2.097317,-2.097317,-0.07682359,-0.07682359
27.32043,-13.41781,-14.91781,-1.048659,-1.048659,-2.097317,-2.097317,-0.07676736,-0.07676736
27.34044,-13.43878,-14.93878,-1.048659,-1.048659,-2.097317,-2.097317,-0.07671119,-0.07671119
27.36044,-13.45976,-14.95976,-1.048659,-1.048659,-2.097317,-2.097317,-0.07665512,-0.07665512
27.38044,-13.48073,-14.98073,-1.048659,-1.048659,-2.097317,-2.097317,-0.07659913,-0.07659913
